"age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","annual_mileage","speeding_violations","duis","past_accidents","outcome","zipcode"
"40-64","female","0-9y","high school","upper class",0.468004578211471,"1","before 2015","1","1",7000,0,0,0,"1","3"
"65+","female","10-19y","university","upper class",0.645586127919065,"1","after 2015","1","1",11000,2,0,1,"0","1"
"40-64","female","0-9y","high school","working class",0.326032984274547,"0","after 2015","0","0",11000,0,0,0,"0","3"
"65+","female","20-29y","high school","upper class",0.6519143421966,"0","before 2015","1","1",8000,3,0,2,"0","1"
"65+","female","30y+","high school","upper class",0.506684610546724,"1","before 2015","1","1",9000,0,0,5,"0","1"
"40-64","female","20-29y","university","upper class",0.563812462642342,"1","before 2015","1","1",13000,0,0,1,"0","9"
"40-64","male","20-29y","university","upper class",0.751066844045372,"1","before 2015","1","1",9000,1,1,2,"0","1"
"26-39","female","0-9y","high school","working class",0.398731354245416,"0","before 2015","0","1",12000,0,0,0,"0","1"
"26-39","female","10-19y","high school","poverty",NA,"0","before 2015","0","1",12000,0,0,1,"1","1"
"40-64","male","20-29y","high school","middle class",NA,"1","before 2015","0","1",4000,15,2,6,"0","3"
"26-39","male","0-9y","none","poverty",0.434401680312074,"0","before 2015","0","0",15000,0,0,0,"1","9"
"16-25","female","0-9y","high school","working class",0.509238107669426,"0","after 2015","1","0",NA,0,0,0,"0","1"
"40-64","male","20-29y","university","middle class",0.330887247220658,"1","before 2015","1","0",11000,12,0,2,"0","3"
"65+","female","30y+","university","upper class",NA,"1","before 2015","1","1",10000,4,1,6,"0","1"
"26-39","male","10-19y","none","poverty",0.291829032990944,"0","before 2015","1","1",10000,1,0,1,"1","3"
"40-64","female","10-19y","high school","middle class",0.577989111455083,"1","before 2015","0","1",13000,0,0,0,"0","1"
"16-25","male","0-9y","university","working class",0.525150301998121,"0","before 2015","0","1",8000,0,0,0,"1","3"
"40-64","male","20-29y","high school","middle class",0.708771641283674,"1","after 2015","1","1",13000,1,0,4,"0","1"
"26-39","female","0-9y","high school","upper class",0.677983680244089,"0","after 2015","0","1",15000,0,0,0,"0","1"
"65+","male","30y+","high school","middle class",0.599860890985805,"1","after 2015","1","1",8000,4,1,5,"0","1"
"65+","male","20-29y","university","upper class",0.556821529947094,"1","after 2015","1","1",8000,8,2,4,"1","3"
"16-25","male","0-9y","none","poverty",0.300736540861505,"0","before 2015","0","0",15000,0,0,0,"1","1"
"26-39","female","10-19y","none","poverty",0.421708325645463,"1","before 2015","0","0",17000,0,0,1,"0","1"
"65+","female","20-29y","university","upper class",0.51725783962284,"1","before 2015","1","1",13000,1,0,0,"0","1"
"40-64","male","20-29y","university","upper class",NA,"0","after 2015","0","1",12000,2,0,6,"0","1"
"26-39","female","0-9y","university","working class",0.387867467419061,"1","before 2015","1","1",9000,0,0,0,"0","3"
"26-39","female","10-19y","university","upper class",0.701763534235681,"1","before 2015","1","1",8000,0,0,0,"0","1"
"65+","male","30y+","high school","upper class",0.554855357591906,"1","after 2015","1","1",13000,3,1,1,"0","9"
"26-39","male","10-19y","university","upper class",0.499633768866002,"1","after 2015","1","1",NA,1,1,3,"0","1"
"16-25","female","0-9y","high school","poverty",NA,"0","before 2015","0","0",15000,0,0,0,"0","1"
"16-25","male","0-9y","high school","working class",0.380062143283678,"1","before 2015","0","0",16000,0,0,0,"0","1"
"40-64","male","20-29y","university","middle class",0.601290465942878,"1","before 2015","1","1",9000,2,0,3,"0","1"
"40-64","female","0-9y","university","upper class",0.495367977006251,"1","before 2015","0","1",8000,0,0,0,"0","1"
"26-39","female","0-9y","high school","working class",0.478691098422791,"1","before 2015","1","0",16000,0,0,0,"1","1"
"40-64","male","20-29y","high school","middle class",0.404284367566134,"1","before 2015","1","1",13000,0,1,2,"0","9"
"26-39","male","10-19y","none","working class",0.378046379471642,"0","after 2015","0","0",13000,2,1,3,"0","1"
"40-64","female","20-29y","high school","upper class",0.663833994759396,"0","before 2015","0","0",19000,1,0,2,"0","1"
"40-64","female","0-9y","university","middle class",NA,"1","before 2015","1","1",11000,0,0,0,"0","1"
"65+","female","0-9y","high school","upper class",0.561462230184226,"1","after 2015","1","1",4000,0,0,0,"0","3"
"26-39","female","10-19y","university","working class",0.27728014484972,"1","before 2015","0","0",16000,0,1,0,"0","1"
"65+","female","30y+","university","upper class",0.681956752052645,"1","after 2015","0","1",11000,6,0,1,"0","1"
"40-64","male","20-29y","university","middle class",0.473143580644258,"1","before 2015","0","1",10000,3,0,6,"0","1"
"16-25","female","0-9y","none","poverty",0.484204334294677,"0","before 2015","0","1",12000,0,0,0,"0","1"
"40-64","female","10-19y","none","middle class",0.589816452394423,"1","before 2015","1","1",12000,1,0,0,"0","1"
"26-39","male","10-19y","university","upper class",0.604953797922209,"1","after 2015","0","1",14000,1,1,0,"0","1"
"26-39","female","10-19y","none","working class",0.573028167860951,"1","before 2015","1","0",NA,0,0,0,"0","9"
"26-39","female","10-19y","none","working class",0.36528663575277,"1","after 2015","0","0",12000,1,0,1,"0","3"
"16-25","female","0-9y","none","poverty",0.319476468518458,"0","before 2015","0","0",NA,0,0,0,"1","1"
"26-39","male","10-19y","high school","middle class",0.721755234998648,"0","after 2015","1","0",10000,1,0,2,"0","1"
"26-39","male","10-19y","university","middle class",0.418078784444457,"1","after 2015","0","1",12000,2,0,0,"0","1"
"65+","male","0-9y","high school","upper class",0.711597658173367,"1","before 2015","1","1",6000,0,0,0,"1","3"
"40-64","female","20-29y","high school","middle class",0.633884405041187,"1","after 2015","0","1",11000,1,1,0,"0","1"
"40-64","male","20-29y","university","upper class",0.526146302587633,"1","before 2015","1","1",6000,9,1,6,"0","1"
"65+","male","30y+","university","upper class",0.589621988654101,"1","after 2015","1","1",12000,1,0,4,"0","1"
"40-64","female","0-9y","high school","working class",0.393324353069778,"1","before 2015","0","1",12000,0,0,0,"0","1"
"26-39","female","0-9y","university","middle class",0.518066601494523,"1","before 2015","1","0",13000,0,0,0,"1","1"
"16-25","female","0-9y","none","working class",0.357545864695154,"1","before 2015","1","1",7000,0,0,0,"1","3"
"16-25","male","0-9y","university","working class",0.412721534132624,"1","before 2015","1","0",12000,0,0,0,"1","3"
"40-64","female","0-9y","none","middle class",0.490174388759655,"0","before 2015","0","0",11000,0,0,0,"1","3"
"26-39","female","0-9y","high school","poverty",0.36424322778832,"1","after 2015","0","1",14000,0,0,0,"0","1"
"16-25","male","0-9y","none","poverty",0.327273334521353,"1","after 2015","0","0",16000,0,0,0,"0","1"
"40-64","male","10-19y","university","upper class",0.721991529521429,"1","before 2015","1","1",11000,4,0,4,"0","1"
"26-39","female","10-19y","high school","working class",NA,"0","after 2015","0","1",NA,1,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.687705310476794,"1","after 2015","1","1",9000,3,0,1,"0","1"
"40-64","male","20-29y","high school","middle class",0.605459551872778,"1","before 2015","1","1",NA,2,0,3,"0","1"
"40-64","male","20-29y","high school","middle class",0.570165870166571,"1","before 2015","0","0",18000,1,1,4,"0","1"
"26-39","female","10-19y","high school","working class",0.314879728957102,"1","before 2015","0","1",11000,0,0,1,"0","1"
"16-25","female","0-9y","high school","poverty",0.51035795431328,"0","before 2015","1","0",14000,0,0,0,"1","1"
"65+","female","30y+","university","middle class",0.641599291464438,"1","before 2015","1","1",13000,0,0,0,"0","1"
"40-64","male","10-19y","university","middle class",NA,"1","before 2015","0","1",10000,2,0,0,"0","3"
"65+","male","30y+","high school","middle class",NA,"0","before 2015","0","1",11000,2,0,0,"0","3"
"16-25","male","0-9y","university","working class",0.472835981144591,"1","before 2015","0","0",13000,0,0,0,"0","1"
"16-25","male","0-9y","university","middle class",0.597581414218476,"0","after 2015","0","1",11000,0,0,0,"1","1"
"65+","male","30y+","high school","middle class",0.538439932985193,"1","before 2015","1","1",11000,8,0,3,"0","1"
"65+","female","30y+","high school","upper class",0.606107063942945,"1","after 2015","0","1",12000,4,0,1,"0","1"
"40-64","male","20-29y","university","upper class",0.345183036727708,"1","after 2015","0","1",15000,0,0,0,"0","1"
"26-39","male","0-9y","university","middle class",NA,"0","after 2015","0","0",15000,0,0,0,"1","1"
"26-39","female","10-19y","high school","upper class",0.544645450475284,"1","before 2015","1","1",NA,0,0,0,"0","1"
"65+","female","10-19y","university","upper class",0.58121959042226,"0","before 2015","1","1",9000,4,1,0,"1","3"
"26-39","female","10-19y","high school","poverty",0.332932445645567,"0","before 2015","0","1",12000,0,0,1,"0","1"
"26-39","female","0-9y","high school","middle class",0.526972599870989,"1","before 2015","1","0",9000,0,0,0,"1","3"
"40-64","female","0-9y","none","working class",0.495865291645225,"0","after 2015","1","0",13000,0,0,0,"1","1"
"26-39","male","10-19y","none","poverty",0.321641222476953,"0","before 2015","0","1",10000,1,0,2,"1","1"
"40-64","female","20-29y","high school","working class",0.480783631844883,"0","before 2015","0","1",NA,3,1,4,"0","1"
"65+","female","30y+","high school","upper class",0.586129676336855,"1","after 2015","1","1",10000,5,2,1,"0","1"
"26-39","male","10-19y","university","working class",0.456362964944331,"0","before 2015","1","1",9000,1,0,1,"1","1"
"65+","female","30y+","university","upper class",0.603414800073824,"1","before 2015","1","1",5000,4,1,1,"0","1"
"16-25","male","0-9y","high school","poverty",0.25103669986126,"0","before 2015","0","0",14000,0,0,0,"1","1"
"16-25","female","0-9y","none","poverty",0.351059381526955,"0","after 2015","0","0",16000,0,0,0,"1","1"
"65+","female","10-19y","high school","middle class",0.401791816930945,"1","before 2015","0","1",11000,1,0,1,"0","1"
"40-64","female","0-9y","university","upper class",0.462917902936928,"1","before 2015","0","1",13000,0,0,0,"1","9"
"16-25","female","0-9y","high school","middle class",0.584410230882218,"1","before 2015","1","1",14000,0,0,0,"1","1"
"40-64","male","10-19y","university","upper class",0.66217415043225,"1","after 2015","0","1",13000,1,0,1,"0","1"
"26-39","female","10-19y","university","upper class",0.686809680912143,"1","before 2015","1","1",10000,0,0,2,"0","1"
"16-25","female","0-9y","none","poverty",0.444005461990144,"0","before 2015","1","0",16000,0,0,0,"1","1"
"65+","female","30y+","high school","upper class",0.783730686236418,"0","before 2015","1","1",8000,0,0,0,"0","1"
"40-64","female","20-29y","none","middle class",0.406093147659396,"1","before 2015","1","0",14000,2,1,0,"0","3"
"40-64","male","20-29y","high school","working class",NA,"0","before 2015","0","1",12000,3,0,6,"0","1"
"40-64","female","20-29y","high school","working class",NA,"0","after 2015","1","1",12000,2,0,0,"0","1"
"26-39","male","10-19y","university","upper class",NA,"1","after 2015","1","0",11000,2,0,1,"0","1"
"26-39","female","10-19y","none","working class",0.510382824608765,"0","before 2015","1","1",8000,1,1,0,"0","1"
"40-64","female","20-29y","high school","upper class",0.664114172136637,"1","before 2015","1","1",8000,4,0,2,"0","3"
"65+","female","30y+","high school","middle class",0.467652888291209,"1","after 2015","0","1",11000,3,0,3,"0","1"
"26-39","male","10-19y","high school","middle class",0.410066847894309,"1","before 2015","1","1",12000,1,0,3,"0","1"
"16-25","female","0-9y","high school","poverty",0.169406553097037,"0","before 2015","0","0",14000,0,0,0,"1","1"
"40-64","male","20-29y","university","upper class",0.753854903984324,"1","after 2015","0","1",12000,2,3,0,"0","1"
"65+","female","30y+","high school","upper class",0.708984110429289,"1","before 2015","0","1",12000,7,2,0,"0","3"
"65+","male","20-29y","high school","working class",0.31403665830998,"1","before 2015","1","1",13000,3,1,3,"0","1"
"26-39","male","0-9y","university","upper class",0.445637421243854,"1","before 2015","0","0",15000,0,0,0,"1","1"
"65+","male","20-29y","university","upper class",0.538423701629647,"1","before 2015","1","1",12000,1,1,2,"0","1"
"26-39","female","10-19y","high school","upper class",0.680063251916153,"1","before 2015","0","1",12000,0,1,0,"0","1"
"65+","female","30y+","high school","upper class",0.625255104718272,"0","after 2015","1","1",5000,2,1,1,"0","3"
"26-39","female","10-19y","high school","middle class",0.578908639484592,"1","before 2015","0","1",9000,0,1,1,"0","1"
"26-39","female","0-9y","none","working class",0.490568643111405,"1","before 2015","0","1",13000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.723589242482973,"1","after 2015","0","0",12000,1,0,0,"0","1"
"40-64","female","0-9y","university","upper class",0.747780762827594,"1","after 2015","0","1",12000,0,0,0,"0","9"
"65+","male","10-19y","university","upper class",0.633125378437233,"1","before 2015","1","1",9000,4,1,3,"0","3"
"40-64","male","20-29y","high school","working class",0.427560835458665,"0","before 2015","0","1",14000,0,0,1,"0","1"
"16-25","male","0-9y","none","poverty",0.171946146559273,"1","before 2015","0","0",NA,0,0,0,"1","2"
"40-64","female","20-29y","high school","working class",0.417585909625333,"0","before 2015","0","0",17000,1,0,1,"0","1"
"65+","male","30y+","none","middle class",0.433578827062703,"0","before 2015","1","1",9000,10,1,5,"0","3"
"40-64","female","20-29y","high school","upper class",NA,"1","before 2015","1","1",10000,2,1,0,"0","1"
"16-25","male","0-9y","high school","poverty",NA,"0","before 2015","0","0",16000,0,0,0,"1","1"
"26-39","male","10-19y","high school","poverty",0.293944270946467,"0","before 2015","0","0",15000,0,0,1,"1","1"
"16-25","male","0-9y","high school","working class",0.366766877535443,"1","before 2015","0","1",NA,0,0,0,"1","3"
"26-39","female","10-19y","university","middle class",0.753706829596388,"1","before 2015","0","0",14000,0,0,1,"1","9"
"65+","female","30y+","high school","upper class",0.565373999517888,"1","before 2015","1","1",8000,11,1,0,"0","3"
"40-64","male","20-29y","university","upper class",0.699206802633269,"1","before 2015","1","1",9000,4,2,0,"0","3"
"40-64","female","0-9y","high school","middle class",0.675901418794569,"0","before 2015","0","0",15000,0,0,0,"1","2"
"40-64","male","20-29y","university","upper class",0.581944875347659,"1","after 2015","0","0",16000,0,0,1,"0","1"
"65+","male","30y+","university","upper class",0.557993852807014,"1","after 2015","1","1",8000,11,2,0,"0","3"
"26-39","female","10-19y","high school","working class",NA,"0","before 2015","0","0",12000,1,0,0,"1","3"
"65+","female","0-9y","none","working class",0.576121834855999,"0","before 2015","1","0",13000,0,0,0,"1","9"
"26-39","male","10-19y","none","poverty",0.200054406153379,"0","before 2015","0","0",13000,3,1,1,"0","1"
"16-25","female","0-9y","high school","poverty",0.287708191950558,"0","before 2015","0","0",16000,0,0,0,"0","1"
"40-64","female","10-19y","none","upper class",0.547934493445301,"1","before 2015","0","0",10000,2,0,0,"0","3"
"26-39","female","10-19y","high school","upper class",0.566009506297786,"1","before 2015","0","1",12000,1,0,1,"0","1"
"16-25","male","0-9y","high school","poverty",0.294247634330691,"1","before 2015","0","0",15000,0,0,0,"0","1"
"16-25","male","0-9y","high school","middle class",0.528252123724409,"1","before 2015","0","0",14000,0,0,0,"1","1"
